ファイル名,アプリ名,ページ種別,業界,レイアウト,主要カラー,UIコンポーネント,フロー種別,UI状態,情報密度,注目ポイント,エラー
IMG_1728.PNG,一休,検索結果,宿泊旅行,カード式,"ネイビー(#1A3A5C), ブルー(#2E7DD1), ホワイト(#FFFFFF)","ボタン, タブ・セグメントコントロール, ページコントロール, ボトムナビ, ツールバー, タグ・ラベル, カード, カルーセル, バナー・アラート, リスト","検索, フィルタ・並び替え, 購入・予約",通常状態,中,宿泊プランを「部屋(22)」と「プラン(5)」のタブで切り替え表示し、食事条件・禁煙などのフィルタチップと安い順/高い順ソートを上部に並べた検索結果画面で、ポイント即時利用と貯蓄の切替トグルも同一画面内に配置されている。,
IMG_1729.PNG,一休,コンテンツ詳細,宿泊,カード式,"ブルー (#1A73E8系), ホワイト, グリーン (#4CAF50系), オレンジ/アンバー","ボタン, タブ・セグメントコントロール, ページコントロール, ボトムナビ, カード, カルーセル, タグ・ラベル, ツールバー, バッジ","購入・予約, 選択",通常状態,中,部屋タイプ選択画面において、カルーセル画像・タグ情報・ポイント割引表示・税込価格・予約ボタンをひとつのカード内に集約し、部屋数(22)とプラン数(5)をタブで切り替えられる構成になっている。,
IMG_1730.PNG,一休,購入・予約,宿泊/旅行,カード式,"白, グレー, 緑（CTA）, オレンジ（アイコン）, 赤（注意文）","ボタン, タグ・ラベル, カード, ボトムナビ, タブ・セグメントコントロール, バナー・アラート, ツールバー","購入・予約, 選択",通常状態,中,プラン名・部屋情報・人数・宿泊数・料金・ポイント割引・キャンセルポリシー・予約受付期間が1画面にまとめられ、緑色の大型CTAボタンで日付選択へ誘導する構成になっている。,
IMG_1731.PNG,じゃらん,コンテンツ詳細,宿泊/旅行,カード式,"ホワイト, グリーン, ネイビー, オリーブ","ボタン, タグ・ラベル, カルーセル, ページコントロール, バナー・アラート, ボトムナビ, ツールバー",購入・予約,通常状態,中,宿泊プラン詳細ページに、決済方法タグ・プラン説明・部屋写真カルーセル・固定CTAボタン（日付選択して予約）が縦スクロール構成で配置されている。,
IMG_1732.PNG,じゃらん,コンテンツ詳細,宿旅,リスト式,緑（#4CAF50）、ゴールド（#8B7536）、白（#FFFFFF）、グレー（#F5F5F5）,ボタン、タグ・ラベル、バナー・アラート、リスト、ボトムナビ、ツールバー,購入・予約,通常状態,高,ホテル客室の設備情報・アメニティをテキストとタグで列挙し、画面下部に固定された緑色の予約CTAボタンと最大5%OFFのプロモーションバナーが同時に表示される構成。,
IMG_1733.PNG,一休,コンテンツ詳細,宿旅,リスト式,"ネイビーブルー, グリーン, ホワイト, ゴールド","バナー・アラート, リスト, カード, ボタン, ボトムナビ, タグ・ラベル, ツールバー",購入・予約,通常状態,高,アメニティ一覧をチェックマーク付き2カラムリストで表示し、朝食画像とCTAボタンを同一スクロール画面内に配置することで、宿泊詳細情報と予約導線を一体化した構成になっている。,
IMG_1734.PNG,,,,,,,,,,,"Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5310688 bytes > 5242880 bytes'}, 'request_id': 'req_011CaxTXfJCxVjX1ccqhJEdn'}"
IMG_1735.PNG,一休,コンテンツ詳細,宿旅,リスト式,ホワイト/#2E7D32（緑）/#1A3A5C（紺）/#B8960C（ゴールド）,"ボタン, アコーディオン, バナー・アラート, ボトムナビ, ツールバー",購入・予約,通常状態,低,施設詳細ページ下部にキャンセルポリシー・料金・支払い等の情報がアコーディオン形式で折りたたまれており、画面最下部に固定CTAボタン「日付を選択して予約」が配置されている。,
IMG_1736.PNG,一休.com,購入・予約,宿泊・旅行,カード式,"ゴールド/ダークネイビー, グリーン（CTA）, オレンジ（警告・残室）, ホワイト（背景）","ボタン, タグ・ラベル, バッジ, カード, バナー・アラート, ボトムナビ, ツールバー, リスト",購入・予約,通常状態,高,プラン詳細・室タイプ・チェックイン情報・ポイント割引額・税込価格・キャンセル無料期限・予約受付期間を1画面に集約し、残室数バッジと緑色CTAボタンで希少性と行動促進を同時に訴求する構成。,
IMG_1737.PNG,一休.com,購入・予約,宿泊/旅行,リスト式,ホワイト/#1A3A6B（ネイビー）/#C8A84B（ゴールド）/#007AFF（青リンク）,"テキストフィールド, ボタン, カード, リスト, ツールバー, ボトムナビ, タグ・ラベル, バッジ",購入・予約,パーシャルステート,中,予約内容サマリー（ホテル名・日程・人数・プラン）をページ上部にカード形式で固定表示し、下部に連絡先・予約者情報の入力フォームと税込合計金額の固定フッターを配置した一画面完結型の予約入力レイアウト。,
IMG_1738.PNG,一休,コンテンツ詳細,宿泊,カード式,白、緑、オレンジ、黒,ボタン、タグ・ラベル、リスト、カード、タブ・セグメントコントロール、ボトムナビ、ツールバー、バッジ,購入・予約,通常状態,高,同一客室に対して複数の宿泊プランをカード形式で縦並びに表示し、ポイント割引適用後の価格と通常価格を併記することで価格メリットを訴求する構成になっている。,
IMG_1739.PNG,一休,検索結果,宿泊/旅行,カード式,"白, 緑, オレンジ, 黒","ボタン, タブ・セグメントコントロール, ボトムナビ, カード, タグ・ラベル, バナー・アラート, リスト","検索, 購入・予約",通常状態,高,各プランカードにチェックイン・アウト時間・税込価格・ポイント割引後価格を併記し、緑の「詳細・予約」CTAボタンを各カード下部に統一配置している,
IMG_1740.PNG,一休,コンテンツ詳細,宿泊・旅行,カード式,"白, 緑(#4CAF50系), オレンジ/アンバー, 黒, グレー","ボタン, タブ・セグメントコントロール, リスト, カード, タグ・ラベル, ボトムナビ, ツールバー, バナー・アラート",購入・予約,通常状態,高,宿泊プランを縦方向カード形式で列挙し、各カードにチェックイン・アウト時刻・税込価格・ポイント割引後価格・朝食有無を明示した上で、緑の単一CTAボタンを配置する構成。,
IMG_1741.PNG,一休,カレンダー,宿旅,リスト式,"ホワイト, ブルー, レッド, グレー","ドロップダウン, セレクト, テーブル, ボトムナビ, ツールバー, タグ・ラベル","フィルタ・並び替え, 選択, 購入・予約",パーシャルステート,高,空室カレンダー画面上にドロップダウンが展開され、複数の客室タイプ（禁煙・喫煙・階層別）がリスト表示されており、チェックマークで現在選択中の部屋タイプ（アネックスタワー ダブルルーム 禁煙）が示されている。,
IMG_1742.PNG,一休,購入・予約,宿泊,カード式,"ブルー (#2196F3系), グリーン (#4CAF50系), ホワイト, オレンジ","ボタン, タブ・セグメントコントロール, カード, タグ・ラベル, ボトムナビ, ツールバー, バッジ",購入・予約,通常状態,高,「部屋(22)」と「プラン(5)」のタブ切替UIにより、1つのカード内に室タイプ・チェックイン時間・料金・ポイント割引情報・予約CTAボタンが集約されている。,
IMG_1743.PNG,一休,検索結果,宿泊/旅行,カード式,"白, 緑, 黒, オレンジ（ポイント表示）","ボタン, タブ・セグメントコントロール, カード, タグ・ラベル, リスト, ボトムナビ, ツールバー","検索, 購入・予約",通常状態,中,同一ホテルの複数客室タイプ（禁煙・喫煙・階層別）をカード形式で縦並びに列挙し、各カードに室内写真・室内面積タグ・通常価格の取り消し線付きポイント割引価格・税込合計価格・詳細予約ボタンを統一フォーマットで配置している。,
IMG_1744.PNG,一休,おすすめ・類似アイテム,宿泊,カード式,"ホワイト, ブルー, オレンジ","ボタン, タブ・セグメントコントロール, カード, カルーセル, レーティング, ボトムナビ, ツールバー, タグ・ラベル",選択,通常状態,中,「この宿に泊まった人がよく泊まる宿」と「スイートルームが人気のホテル」という2種類のレコメンドセクションが縦に並び、それぞれ横スクロール可能なカルーセルで構成されている。,
